time,ax,ay,az,atotal
0.49204206466674805,-0.03,-0.21,-0.55,0.58
0.501838207244873,-0.06,-0.12,-0.61,0.62
0.511749267578125,-0.02,-0.16,-0.6,0.62
0.5224900245666504,-0.08,-0.08,-0.35,0.36
0.5320110321044922,-0.13,0.04,0.3,0.32
0.5593819618225098,-0.05,0.08,0.91,0.91
0.5618810653686523,0.1,-0.13,1.16,1.17
0.5640392303466797,-0.03,0.01,0.95,0.95
0.5715701580047607,0.0,0.16,0.77,0.78
0.5814809799194336,0.17,0.02,0.56,0.58
0.5914781093597412,0.2,-0.12,0.25,0.34
0.6014289855957031,0.13,-0.27,-0.14,0.33
0.6111249923706055,0.08,-0.22,-0.62,0.66
0.6221401691436768,0.07,-0.08,-1.03,1.03
0.6316361427307129,0.06,-0.01,-1.27,1.27
0.6582942008972168,0.11,-0.06,-1.29,1.29
0.6608099937438965,0.18,-0.1,-0.93,0.95
0.662804126739502,0.18,-0.03,-0.31,0.35
0.6710772514343262,0.18,-0.02,0.24,0.3
0.681206226348877,0.2,-0.06,0.49,0.53
0.690791130065918,0.22,-0.1,0.56,0.6
0.7011170387268066,0.33,-0.14,0.71,0.79
0.7107110023498535,0.51,-0.21,0.81,0.97
0.7215189933776855,0.61,-0.33,0.67,0.96
0.7316279411315918,0.59,-0.39,0.3,0.76
0.7594411373138428,0.47,-0.42,-0.1,0.63
0.76192307472229,0.15,-0.27,-0.21,0.37
0.7641630172729492,-0.17,-0.03,-0.1,0.19
0.7702889442443848,-0.43,0.16,0.0,0.45
0.7809600830078125,-0.77,0.27,0.07,0.81
0.7903001308441162,-0.82,0.23,0.06,0.85
0.800529956817627,-0.65,0.14,0.12,0.67
0.8102030754089355,-0.44,-0.01,0.37,0.57
0.820620059967041,-0.1,-0.28,0.51,0.59
0.8309371471405029,0.21,-0.59,0.55,0.83
0.8590331077575684,0.47,-0.78,0.37,0.98
0.8615541458129883,0.6,-0.92,0.0,1.09
0.8638052940368652,0.61,-0.93,-0.32,1.15
0.8699190616607666,0.88,-1.03,-0.05,1.35
0.881068229675293,0.75,-1.15,0.3,1.4
0.890437126159668,0.28,-0.67,0.39,0.82
0.9002830982208252,-0.18,-0.03,0.44,0.47
0.9099822044372559,-0.55,0.38,0.34,0.75
0.9201221466064453,-0.87,0.66,0.44,1.17
0.9302611351013184,-1.02,0.58,0.9,1.47
0.9577159881591797,-0.76,0.4,1.35,1.6
0.9599111080169678,-0.2,0.15,1.25,1.27
0.9622182846069336,0.31,-0.13,0.69,0.76
0.9694521427154541,0.45,-0.33,0.05,0.56
0.9798369407653809,0.18,-0.27,-0.27,0.42
0.9898271560668945,-0.17,-0.21,-0.2,0.33
0.9999542236328125,-0.46,-0.4,-0.04,0.61
1.0096690654754639,-0.76,-0.98,0.1,1.24
1.019361972808838,-0.2,-0.68,-0.05,0.71
1.0293991565704346,0.41,-0.37,0.15,0.57
1.0601181983947754,0.85,-0.41,0.85,1.27
1.0624821186065674,1.22,-0.1,1.72,2.11
1.0644111633300781,1.33,-0.27,2.3,2.67
1.0690679550170898,1.39,-0.32,2.38,2.77
1.079118251800537,1.29,-0.33,1.8,2.23
1.0893020629882812,1.01,-0.23,0.94,1.39
1.0992860794067383,0.72,-0.09,0.23,0.76
1.1092090606689453,0.45,0.04,-0.35,0.57
1.119225025177002,0.18,0.3,-0.88,0.94
1.1290171146392822,-0.17,0.55,-0.94,1.1
1.1569621562957764,-0.31,0.24,-0.33,0.51
1.1591949462890625,-0.09,-0.17,0.22,0.29
1.161271095275879,0.35,0.04,0.43,0.55
1.1689600944519043,0.62,0.44,0.22,0.79
1.182307243347168,0.48,0.63,-0.26,0.83
1.1887249946594238,0.27,0.77,-0.55,0.98
1.1989171504974365,0.09,0.93,-0.42,1.02
1.2092010974884033,-1.01,1.27,0.4,1.67
1.218529224395752,-2.13,1.11,1.03,2.61
1.2291622161865234,-1.4,0.44,1.04,1.79
1.2565770149230957,-0.55,-0.16,0.94,1.1
1.2587742805480957,-0.35,-1.02,0.68,1.27
1.2610981464385986,-0.38,-1.01,0.61,1.23
1.268679141998291,-0.58,-0.74,0.92,1.31
1.2804670333862305,-0.19,-0.49,1.45,1.54
1.288243293762207,0.14,-0.21,1.38,1.4
1.298246145248413,0.04,-0.18,1.01,1.02
1.308345079421997,0.01,-0.24,0.29,0.37
1.3192272186279297,-0.04,-0.28,-0.3,0.41
1.3284740447998047,-0.16,-0.27,-0.3,0.43
1.3584232330322266,0.08,-0.2,-0.1,0.23
1.3609251976013184,0.33,-0.07,0.07,0.34
1.3629322052001953,0.31,-0.31,-0.08,0.44
1.3679931163787842,0.34,-0.58,-0.71,0.97
1.377798080444336,0.21,-0.51,-0.9,1.05
1.3878140449523926,0.02,-0.18,-0.34,0.38
1.3977711200714111,0.15,0.38,0.18,0.44
1.4080140590667725,0.26,0.76,0.35,0.87
1.4180290699005127,0.8,0.39,0.66,1.1
1.4285740852355957,1.56,-0.19,1.17,1.95
1.4581851959228516,1.87,-0.44,1.44,2.4
1.4603891372680664,1.88,-0.4,1.29,2.31
1.462399959564209,1.78,-0.19,1.1,2.1
1.4672160148620605,1.75,0.23,1.05,2.05
1.4774680137634277,1.83,0.6,0.5,1.98
1.4877510070800781,1.55,0.41,0.31,1.63
1.4973771572113037,0.98,-0.02,0.49,1.09
1.507613182067871,0.42,-0.04,0.36,0.55
1.517488956451416,0.2,0.13,0.49,0.54
1.5276331901550293,0.3,0.13,0.55,0.63
1.5576810836791992,0.52,-0.13,0.61,0.81
1.559880256652832,0.57,-0.08,0.38,0.68
1.561953067779541,0.37,-0.06,0.02,0.37
1.566904067993164,0.04,-0.07,-0.13,0.15
1.5766682624816895,-0.09,-0.17,-0.32,0.37
1.586967945098877,-0.07,-0.52,-0.2,0.56
1.5969610214233398,-0.02,-0.69,-0.21,0.72
1.6070952415466309,0.12,-0.65,-0.3,0.72
1.6169190406799316,0.05,-0.66,-0.21,0.69
1.6266670227050781,-0.13,-0.84,0.15,0.86
1.6584551334381104,-0.32,-0.93,0.09,0.98
1.6606230735778809,-0.64,-0.77,0.02,1.0
1.6624932289123535,-0.82,-0.68,-0.34,1.11
1.6663999557495117,-0.69,-0.62,-0.7,1.16
1.6763572692871094,-0.6,-0.36,-0.93,1.16
1.6870431900024414,-0.5,-0.2,-1.07,1.19
1.6966509819030762,-0.35,-0.27,-0.87,0.97
1.7067022323608398,-0.48,-0.42,-0.64,0.9
1.7165122032165527,-0.82,-0.62,-0.61,1.19
1.7266602516174316,-1.08,-0.67,-0.46,1.35
1.7550792694091797,-0.9,-0.6,-0.65,1.26
1.757153034210205,-0.15,-0.69,-0.63,0.94
1.7593512535095215,0.52,-0.61,0.03,0.8
1.766404151916504,0.6,-0.33,0.3,0.74
1.7759451866149902,0.16,-0.21,0.0,0.26
1.786360263824463,-0.51,-0.14,-0.33,0.62
1.7964091300964355,-0.99,0.0,-0.29,1.03
1.806279182434082,-0.88,-0.17,-0.14,0.9
1.8163251876831055,-0.5,-0.45,0.18,0.69
1.8259711265563965,-0.31,-0.53,0.68,0.91
1.8552100658416748,-0.51,-0.58,0.75,1.07
1.857367992401123,-0.76,-0.53,0.5,1.05
1.859389066696167,-0.58,-0.6,0.67,1.07
1.8660101890563965,-0.07,-0.48,0.95,1.06
1.875866174697876,0.28,-0.19,1.11,1.16
1.8856019973754883,0.17,-0.11,0.69,0.71
1.896008014678955,0.02,0.09,0.21,0.22
1.905813217163086,-0.16,0.2,0.09,0.27
1.915680170059204,-0.21,0.11,0.26,0.35
1.9258501529693604,-0.39,-0.06,0.56,0.68
1.9555680751800537,-0.81,-0.17,0.67,1.06
1.9577240943908691,-1.25,-0.02,0.49,1.34
1.9597821235656738,-1.28,0.01,0.33,1.32
1.9652221202850342,-0.99,-0.08,0.29,1.03
1.9754409790039062,-0.71,0.19,0.14,0.74
1.9855191707611084,-0.7,0.13,-0.09,0.71
1.9953031539916992,-0.59,-0.05,-0.13,0.6
2.0056731700897217,-0.55,-0.07,-0.08,0.56
2.0153770446777344,-0.68,-0.31,-0.19,0.77
2.0252909660339355,-0.95,-0.48,-0.22,1.08
2.055248260498047,-0.95,-0.59,0.0,1.11
2.057384967803955,-0.93,-0.8,0.28,1.25
2.0593719482421875,-1.03,-0.68,0.27,1.26
2.0649220943450928,-1.0,-0.45,0.04,1.09
2.075019121170044,-0.77,-0.24,-0.58,0.99
2.084841251373291,-0.3,-0.15,-0.59,0.67
2.0948681831359863,0.11,-0.08,-0.33,0.35
2.105354070663452,0.52,-0.18,0.06,0.55
2.1150360107421875,0.47,-0.2,0.57,0.76
2.1249680519104004,0.06,-0.19,0.81,0.83
2.1549980640411377,-0.28,-0.3,0.97,1.05
2.157057285308838,-0.44,-0.47,1.16,1.32
2.158946990966797,-0.61,-0.85,0.99,1.44
2.164644241333008,-0.54,-1.27,0.74,1.56
2.174276113510132,-0.73,-1.19,0.09,1.39
2.1847691535949707,-1.09,-1.03,-0.75,1.67
2.1941990852355957,-1.15,-0.98,-1.59,2.19
2.2046422958374023,-0.95,-1.52,-2.18,2.82
2.2147340774536133,-0.97,-1.67,-1.29,2.32
2.224405288696289,-1.12,-2.22,-0.04,2.48
2.25297212600708,-1.35,-2.63,0.72,3.04
2.2551021575927734,-2.07,-2.3,1.07,3.27
2.2572131156921387,-2.46,-2.17,0.81,3.37
2.264848232269287,-2.06,-2.13,0.29,2.97
