time,ax,ay,az,atotal
0.46599292755126953,-0.35,0.08,-0.85,0.92
0.4831118583679199,0.04,0.03,-0.26,0.26
0.48407983779907227,0.11,-0.03,-0.17,0.2
0.4984738826751709,0.16,-0.01,-0.09,0.18
0.49959683418273926,0.21,-0.04,0.03,0.21
0.5139868259429932,0.23,-0.05,0.09,0.25
0.5151188373565674,0.24,-0.04,0.14,0.28
0.5306928157806396,0.03,0.01,0.11,0.11
0.5317697525024414,-0.08,0.05,0.09,0.13
0.5694580078125,0.02,0.01,-0.03,0.03
0.5705068111419678,0.01,0.0,0.0,0.01
0.583096981048584,-0.04,0.02,0.07,0.08
0.5840916633605957,0.0,0.04,0.03,0.05
0.5982568264007568,0.03,0.01,-0.02,0.03
0.5995159149169922,-0.01,-0.01,0.02,0.02
0.6134998798370361,-0.01,0.02,0.03,0.03
0.6143579483032227,0.03,-0.02,-0.01,0.03
0.6296157836914062,0.0,-0.03,0.03,0.04
0.630612850189209,0.0,-0.01,0.06,0.06
0.6756730079650879,0.01,-0.01,0.0,0.01
0.6766757965087891,-0.01,-0.04,0.01,0.04
0.6802997589111328,-0.04,-0.01,0.06,0.07
0.6982107162475586,-0.02,0.0,0.04,0.04
0.6993837356567383,-0.03,-0.01,0.02,0.03
0.713878870010376,-0.01,-0.03,0.04,0.05
0.7148518562316895,-0.02,-0.01,0.03,0.03
0.7311248779296875,0.01,-0.02,-0.02,0.03
0.7321958541870117,0.02,-0.04,-0.01,0.04
0.7481527328491211,0.02,-0.06,-0.05,0.08
0.7941238880157471,0.07,-0.06,-0.03,0.09
0.7952079772949219,0.06,-0.06,-0.08,0.11
0.8171277046203613,0.11,-0.05,-0.1,0.15
0.8181829452514648,0.06,-0.02,-0.07,0.09
0.8321046829223633,0.09,0.0,0.0,0.09
0.8330237865447998,0.04,-0.09,-0.1,0.14
0.8472058773040771,0.02,-0.13,-0.1,0.16
0.8480708599090576,-0.01,-0.13,-0.1,0.16
0.863757848739624,-0.03,-0.14,-0.17,0.22
0.8648467063903809,-0.09,-0.17,-0.25,0.31
0.9109628200531006,-0.05,-0.14,-0.21,0.25
0.9120416641235352,-0.06,-0.1,-0.19,0.22
0.9339909553527832,-0.06,-0.06,-0.22,0.23
0.9349257946014404,-0.01,-0.01,-0.16,0.16
0.9479598999023438,-0.03,0.01,-0.14,0.14
0.9491817951202393,0.01,0.01,-0.15,0.15
0.9639148712158203,-0.03,0.05,-0.16,0.17
0.9650096893310547,0.02,0.08,-0.14,0.16
0.9801688194274902,-0.03,0.1,-0.16,0.19
0.9811840057373047,-0.01,0.12,-0.15,0.19
1.027930736541748,-0.07,0.18,-0.17,0.25
1.028965950012207,-0.03,0.19,-0.19,0.27
1.050440788269043,-0.07,0.24,-0.11,0.27
1.051386833190918,-0.11,0.29,-0.1,0.32
1.0648858547210693,-0.09,0.3,-0.15,0.34
1.066032886505127,-0.06,0.31,-0.11,0.33
1.0802249908447266,-0.12,0.35,-0.08,0.37
1.0811898708343506,-0.12,0.35,-0.18,0.41
1.0968437194824219,-0.08,0.31,-0.25,0.4
1.0979118347167969,-0.1,0.29,-0.29,0.42
1.1449007987976074,-0.13,0.3,-0.24,0.4
1.1459128856658936,-0.18,0.28,-0.32,0.46
1.166707992553711,-0.22,0.26,-0.37,0.5
1.1678566932678223,-0.22,0.23,-0.31,0.44
1.1812477111816406,-0.27,0.17,-0.37,0.48
1.1824617385864258,-0.29,0.16,-0.37,0.49
1.1968498229980469,-0.3,0.18,-0.45,0.57
1.1979408264160156,-0.29,0.2,-0.42,0.54
1.213744878768921,-0.35,0.21,-0.52,0.66
1.2148408889770508,-0.52,0.14,-1.03,1.16
1.2603588104248047,-0.47,0.2,-0.96,1.08
1.2614028453826904,-0.04,0.09,0.15,0.17
1.2839899063110352,-0.25,0.29,-0.54,0.66
1.2850708961486816,-0.06,0.13,-0.03,0.14
1.2984178066253662,-0.12,0.22,-0.23,0.34
1.2994728088378906,-0.06,0.24,0.01,0.24
1.313802719116211,-0.16,0.24,-0.21,0.35
1.31477689743042,-0.22,0.19,-0.32,0.43
1.3304858207702637,-0.26,0.18,-0.35,0.47
1.3315668106079102,-0.25,0.31,-0.28,0.48
1.3764257431030273,-0.27,0.45,-0.24,0.57
1.3774998188018799,-0.28,0.47,-0.2,0.58
1.3804717063903809,-0.25,0.41,-0.13,0.49
1.3992478847503662,-0.29,0.29,-0.26,0.48
1.400221824645996,-0.32,0.25,-0.33,0.52
1.413780689239502,-0.31,0.2,-0.3,0.47
1.414759874343872,-0.29,0.24,-0.21,0.43
1.4305908679962158,-0.35,0.32,-0.2,0.51
1.43170166015625,-0.42,0.35,-0.28,0.61
1.44832181930542,-0.46,0.3,-0.29,0.62
1.4940907955169678,-0.55,0.2,-0.41,0.71
1.4952778816223145,-0.6,0.18,-0.37,0.72
1.5181858539581299,-0.42,0.17,-0.41,0.61
1.519320011138916,0.36,0.02,-0.54,0.64
1.5334587097167969,0.7,-0.1,-0.43,0.82
1.5345687866210938,0.63,-0.06,-0.53,0.82
1.5483088493347168,0.67,-0.09,-0.81,1.05
1.5495219230651855,0.91,-0.19,-0.64,1.12
1.563715934753418,1.08,-0.21,-0.46,1.19
1.56480073928833,0.49,-0.03,-0.39,0.62
1.610198974609375,-0.72,0.29,-0.18,0.79
1.611189842224121,-0.16,0.21,-0.29,0.39
1.6335186958312988,0.19,0.14,-0.42,0.48
1.634809970855713,-0.2,0.22,-0.47,0.55
1.6484758853912354,-0.05,0.21,-0.33,0.39
1.6495447158813477,-0.12,0.26,-0.21,0.35
1.6638007164001465,0.35,0.2,-0.27,0.48
1.664900779724121,0.85,0.11,-0.36,0.92
1.6799428462982178,1.01,0.08,-0.36,1.07
1.6809568405151367,1.0,0.07,-0.13,1.01
1.725787878036499,0.25,0.16,0.08,0.3
1.7268047332763672,-0.71,0.41,-0.32,0.88
1.7302699089050293,-1.11,0.44,-0.03,1.19
1.7489776611328125,-1.05,0.47,-0.1,1.15
1.7500288486480713,-0.69,0.41,-0.15,0.81
1.7640190124511719,-0.25,0.28,-0.21,0.43
1.7650418281555176,0.27,0.14,-0.29,0.42
1.7800438404083252,0.56,0.04,-0.58,0.8
1.7811627388000488,0.59,0.0,-0.31,0.66
1.7969226837158203,0.65,-0.01,-0.3,0.71
1.8412048816680908,0.22,0.02,-0.49,0.53
1.8424267768859863,0.21,-0.08,-0.53,0.57
1.846996784210205,-0.09,-0.08,-0.57,0.58
1.8481128215789795,-0.23,-0.05,-0.57,0.61
1.8651838302612305,-0.38,-0.01,-0.41,0.55
1.8661608695983887,-0.31,0.05,-0.3,0.43
1.880079746246338,-0.08,0.0,-0.22,0.23
1.8810997009277344,0.01,0.06,-0.17,0.18
1.8973498344421387,-0.17,0.16,-0.17,0.28
1.898350715637207,-0.43,0.24,-0.14,0.51
1.9412379264831543,-0.76,0.37,-0.43,0.94
1.942246913909912,-0.8,0.43,-0.22,0.93
1.948976993560791,0.18,0.28,-0.05,0.33
1.9499187469482422,-0.1,0.37,-0.24,0.45
1.9655687808990479,-0.02,0.37,-0.07,0.37
1.9665358066558838,-0.01,0.36,-0.11,0.37
1.9800348281860352,-0.03,0.34,-0.23,0.41
1.980989933013916,0.03,0.33,-0.26,0.42
1.9971027374267578,-0.01,0.39,-0.08,0.39
1.9980988502502441,0.07,0.38,-0.08,0.39
2.0401687622070312,0.4,0.23,-0.14,0.48
2.0411930084228516,0.41,0.11,-0.37,0.56
2.0500988960266113,0.0,0.06,-0.21,0.21
2.0510618686676025,0.14,0.11,-0.33,0.37
2.064530849456787,0.14,0.07,-0.46,0.48
2.0657498836517334,-0.04,-0.02,-0.48,0.48
2.0801148414611816,0.01,-0.08,-0.41,0.41
2.0810446739196777,0.16,-0.08,-0.5,0.53
2.097209930419922,-0.1,-0.02,-0.49,0.5
2.098308801651001,-0.49,-0.03,-0.33,0.59
2.1409568786621094,-0.6,-0.06,-0.32,0.68
2.1419758796691895,-0.53,-0.08,-0.39,0.66
2.148812770843506,-0.49,-0.05,-0.42,0.64
2.14976167678833,-0.29,0.05,-0.23,0.37
2.1658997535705566,-0.1,0.12,-0.14,0.2
2.1668219566345215,-0.1,0.12,-0.24,0.28
2.180689811706543,-0.11,0.12,-0.19,0.25
2.181666851043701,-0.08,0.16,0.0,0.17
2.197126865386963,-0.11,0.15,-0.15,0.23
2.1982407569885254,0.02,0.1,-0.29,0.3
2.240550994873047,-0.13,0.13,-0.18,0.25
2.2416298389434814,-0.06,0.19,-0.14,0.24
2.2503137588500977,-0.15,0.21,-0.09,0.27
2.251260757446289,-0.07,0.24,-0.01,0.25
2.264708995819092,-0.09,0.22,-0.03,0.23
2.265878677368164,-0.1,0.22,0.04,0.24
2.280824661254883,-0.14,0.24,0.06,0.28
2.281881809234619,-0.09,0.18,-0.07,0.21
2.298163890838623,-0.07,0.14,-0.21,0.26
2.299365997314453,-0.09,0.13,-0.24,0.28
2.3422179222106934,-0.03,0.09,-0.39,0.4
2.343183994293213,-0.03,0.02,-0.32,0.32
2.347109794616699,0.75,-0.2,-0.53,0.93
2.348430871963501,-0.15,-0.01,-0.37,0.39
2.3661136627197266,-0.11,-0.02,-0.36,0.37
2.3670198917388916,-0.22,-0.02,-0.34,0.4
2.380314826965332,-0.36,0.06,-0.34,0.49
2.3812127113342285,-0.08,0.05,-0.35,0.36
2.3974227905273438,-0.05,0.14,-0.33,0.36
2.3984198570251465,-0.13,0.19,-0.32,0.39
2.441603660583496,-0.18,0.17,-0.3,0.38
2.4427428245544434,-0.29,0.25,-0.19,0.42
2.447779893875122,-0.35,0.33,-0.08,0.48
2.448892831802368,-0.26,0.28,-0.13,0.4
2.465852737426758,0.02,0.13,-0.32,0.34
2.4668397903442383,0.03,0.14,-0.37,0.39
2.4804728031158447,-0.01,0.16,-0.26,0.3
2.4814586639404297,0.02,0.22,-0.18,0.28
2.497274875640869,-0.03,0.24,-0.02,0.24
2.4982798099517822,-0.03,0.15,-0.07,0.16
2.5405948162078857,-0.02,0.13,-0.07,0.14
2.5414998531341553,-0.01,0.2,0.05,0.2
2.5475597381591797,-0.04,0.32,0.17,0.36
2.548715829849243,-0.06,0.34,0.17,0.38
2.5652518272399902,-0.07,0.34,0.23,0.41
2.5663199424743652,-0.06,0.27,0.15,0.31
2.5801849365234375,-0.07,0.1,-0.11,0.16
2.58111572265625,-0.03,-0.02,-0.26,0.26
2.5973429679870605,-0.07,0.07,-0.16,0.18
2.5984277725219727,-0.03,0.18,-0.15,0.23
2.6417908668518066,-0.05,0.19,-0.17,0.25
2.642817974090576,-0.04,0.1,-0.14,0.17
2.6475419998168945,-0.08,-0.03,-0.28,0.29
2.648749828338623,-0.05,-0.16,-0.41,0.44
2.6655848026275635,-0.14,-0.16,-0.31,0.37
2.6665358543395996,-0.11,-0.05,-0.2,0.23
2.680454730987549,-0.18,0.03,-0.19,0.26
2.681429862976074,-0.11,0.0,-0.3,0.31
2.6974377632141113,-0.11,-0.02,-0.23,0.25
2.698457717895508,-0.14,-0.04,-0.2,0.24
2.7406668663024902,-0.09,0.02,-0.27,0.28
2.741668701171875,-0.11,0.15,-0.09,0.2
2.749621868133545,-0.06,0.27,-0.01,0.27
2.7505948543548584,-0.07,0.33,-0.02,0.33
2.7657947540283203,0.0,0.17,-0.21,0.27
2.7668657302856445,0.03,0.03,-0.37,0.37
2.780336856842041,-0.15,-0.13,-0.2,0.28
2.7813007831573486,-0.03,-0.1,-0.27,0.28
2.7972018718719482,-0.08,0.11,0.0,0.13
2.798264980316162,-0.12,0.29,0.15,0.34
2.840735912322998,-0.06,0.29,0.18,0.34
2.841611862182617,-0.08,0.08,0.1,0.15
2.848397731781006,-0.03,-0.01,0.03,0.04
2.8493638038635254,-0.15,0.12,0.06,0.2
2.8652548789978027,-0.08,0.25,0.08,0.27
2.8663008213043213,-0.1,0.23,-0.06,0.25
2.8801727294921875,-0.04,0.09,-0.17,0.19
2.8811497688293457,0.03,-0.06,-0.34,0.34
2.897359848022461,-0.12,-0.04,-0.12,0.17
2.8984580039978027,-0.09,0.1,-0.02,0.13
2.941084861755371,-0.1,0.16,0.13,0.22
2.9421448707580566,-0.04,0.06,-0.01,0.07
2.9475598335266113,-0.05,0.02,-0.05,0.07
2.94852876663208,-0.05,0.07,-0.09,0.12
2.965704917907715,-0.09,0.15,-0.07,0.18
2.966732978820801,-0.07,0.19,0.0,0.2
2.9802489280700684,-0.08,0.15,-0.02,0.17
2.981167793273926,-0.05,0.05,-0.16,0.17
2.9972057342529297,-0.12,0.05,-0.09,0.15
2.998187780380249,-0.07,0.04,-0.11,0.13
3.0399298667907715,-0.07,0.1,-0.09,0.15
3.0409278869628906,-0.05,0.15,0.07,0.17
3.0501627922058105,-0.1,0.18,0.05,0.21
3.0511558055877686,-0.08,0.07,-0.11,0.15
3.065112829208374,-0.13,-0.03,-0.12,0.17
3.066166877746582,-0.09,0.0,-0.08,0.12
3.080333709716797,-0.13,0.05,-0.13,0.19
3.081256866455078,-0.13,0.09,-0.09,0.18
3.0972609519958496,-0.12,0.11,-0.01,0.16
3.0982978343963623,-0.11,0.05,-0.04,0.12
3.1395158767700195,-0.11,0.04,-0.02,0.11
3.140397787094116,-0.11,0.05,-0.03,0.12
3.149420738220215,-0.11,0.06,-0.01,0.12
3.1502346992492676,-0.12,0.07,-0.02,0.14
3.1654748916625977,-0.12,0.18,-0.01,0.21
3.1665008068084717,-0.17,0.11,-0.11,0.23
3.180891990661621,-0.11,0.06,-0.01,0.12
3.181936740875244,-0.11,0.08,0.02,0.13
3.1978049278259277,-0.06,0.09,-0.14,0.17
3.1989598274230957,-0.09,0.15,-0.03,0.17
3.2407028675079346,-0.05,0.15,0.07,0.17
3.241588830947876,-0.04,0.13,-0.05,0.14
3.248830795288086,-0.06,0.12,-0.05,0.14
3.2496466636657715,-0.09,0.17,0.04,0.19
3.265124797821045,-0.06,0.2,0.0,0.2
3.266331672668457,-0.07,0.19,-0.01,0.2
3.281184673309326,-0.04,0.1,-0.06,0.12
3.282209873199463,-0.07,-0.04,-0.2,0.21
3.2979438304901123,-0.12,-0.03,-0.13,0.17
3.2991909980773926,-0.08,0.04,-0.09,0.12
3.3404388427734375,-0.04,0.12,-0.07,0.14
3.3413848876953125,-0.06,-0.02,-0.05,0.08
3.3474507331848145,-0.03,-0.05,-0.21,0.21
3.348601818084717,-0.04,0.0,-0.16,0.16
3.3655147552490234,-0.1,0.1,0.13,0.19
3.3666718006134033,-0.1,0.18,0.11,0.23
3.380868911743164,-0.09,0.11,-0.01,0.14
3.3818578720092773,-0.09,0.04,0.02,0.1
3.397808790206909,-0.06,0.09,0.04,0.11
3.398895740509033,-0.06,0.15,-0.02,0.16
3.439056873321533,-0.08,0.15,0.04,0.17
3.439945697784424,-0.06,0.12,0.14,0.19
3.4494447708129883,-0.09,0.09,0.12,0.17
3.450624942779541,-0.06,0.1,0.02,0.11
3.4653897285461426,-0.1,0.1,0.03,0.14
3.4665937423706055,-0.06,0.08,0.06,0.11
3.4680988788604736,-0.08,0.09,0.09,0.15
3.4696648120880127,-0.04,0.09,0.01,0.09
3.470850944519043,-0.09,0.05,0.0,0.1
3.472383975982666,-0.1,0.1,0.02,0.14
3.5101158618927,-0.1,0.13,0.01,0.16
3.5110108852386475,-0.09,0.16,0.08,0.2
3.5331737995147705,-0.08,0.15,0.01,0.17
3.534263849258423,0.22,0.03,-0.06,0.23
3.5480189323425293,0.24,0.01,-0.06,0.24
3.549316883087158,-0.22,0.13,0.01,0.25
3.564422845840454,-0.13,0.13,0.04,0.18
3.565415859222412,-0.1,0.1,0.09,0.16
3.58090877532959,-0.19,0.14,0.09,0.25
3.581915855407715,-0.07,0.11,-0.03,0.13
3.623804807662964,0.07,0.09,-0.04,0.12
3.624842882156372,-0.05,0.14,0.08,0.16
3.634316921234131,-0.13,0.16,0.04,0.21
3.63531494140625,-0.16,0.1,0.04,0.19
3.6490108966827393,-0.22,0.09,0.0,0.23
3.650078773498535,-0.2,0.1,-0.03,0.22
3.6639208793640137,-0.16,0.1,-0.03,0.19
3.6646788120269775,-0.12,0.1,0.01,0.15
3.6804027557373047,0.0,0.04,0.05,0.06
3.681424856185913,0.13,0.04,0.01,0.13
3.7216949462890625,0.0,0.02,0.03,0.03
3.7227587699890137,-0.18,0.03,0.1,0.2
3.7338929176330566,-0.26,0.15,0.18,0.35
3.7348668575286865,-0.23,0.17,0.09,0.29
3.748551845550537,-0.07,0.13,0.13,0.19
3.7496538162231445,-0.05,0.07,0.05,0.09
3.7647600173950195,-0.07,-0.04,-0.04,0.09
3.7657079696655273,-0.12,-0.03,0.05,0.13
3.7806928157806396,-0.09,0.05,0.09,0.13
3.7816197872161865,-0.06,0.08,0.1,0.14
3.8227157592773438,-0.06,0.04,0.13,0.14
3.8234987258911133,-0.04,0.04,0.12,0.13
3.833552837371826,-0.07,0.0,0.01,0.07
3.8344507217407227,-0.07,0.02,0.04,0.08
3.848320960998535,-0.1,0.11,0.2,0.24
3.849332809448242,-0.1,0.18,0.21,0.29
3.8641748428344727,-0.09,0.1,-0.01,0.13
3.8651278018951416,-0.06,0.06,0.07,0.11
3.8806509971618652,0.1,0.06,0.16,0.19
3.881643772125244,0.34,0.05,-0.07,0.35
3.9222679138183594,-0.15,0.12,0.08,0.2
3.9233028888702393,-0.07,0.04,0.12,0.14
3.9335989952087402,-0.07,0.03,0.05,0.09
3.9345059394836426,-0.14,0.08,-0.01,0.16
3.948007822036743,-0.08,0.09,-0.01,0.12
3.94925594329834,0.05,0.11,0.08,0.14
3.9640538692474365,0.11,0.05,0.02,0.12
3.9650049209594727,0.04,0.06,-0.07,0.1
3.9808828830718994,-0.08,0.08,0.02,0.11
3.982001781463623,-0.26,0.16,0.09,0.31
4.023230791091919,-0.3,0.2,0.04,0.36
4.02423882484436,-0.28,0.15,0.04,0.32
4.03371787071228,-0.25,0.11,0.11,0.29
4.034679889678955,-0.12,0.1,0.03,0.15
4.0493597984313965,0.01,0.1,-0.01,0.1
4.050315856933594,-0.04,0.12,0.09,0.15
4.064543724060059,-0.08,0.08,-0.04,0.12
4.065554857254028,-0.15,0.12,0.03,0.19
4.080986976623535,-0.17,0.11,0.06,0.21
4.082018852233887,-0.14,0.11,0.03,0.18
4.123063802719116,-0.09,0.14,0.14,0.21
4.124074935913086,-0.11,0.12,0.19,0.25
4.131882667541504,-0.07,0.04,-0.02,0.08
4.132765769958496,-0.07,0.1,0.06,0.13
4.148374795913696,-0.16,0.15,0.13,0.25
4.149595737457275,-0.13,0.16,0.12,0.23
4.1641528606414795,-0.02,0.15,0.12,0.19
4.165053844451904,-0.06,0.08,-0.03,0.1
4.181488990783691,-0.09,0.06,-0.09,0.14
4.182647705078125,-0.13,0.11,0.03,0.17
4.223644733428955,-0.16,0.16,0.05,0.23
4.2246527671813965,-0.14,0.17,0.03,0.22
4.233891010284424,-0.14,0.08,0.05,0.16
4.234752893447876,-0.1,0.08,0.06,0.14
4.2479729652404785,-0.08,0.12,0.09,0.17
4.249226808547974,-0.12,0.16,0.09,0.21
4.263935804367065,-0.08,0.13,0.14,0.2
4.264894008636475,-0.06,0.11,0.03,0.12
4.280943870544434,-0.04,0.16,0.0,0.16
4.282037734985352,-0.05,0.14,0.03,0.15
4.3232338428497314,-0.07,0.12,0.06,0.15
4.324090003967285,-0.07,0.05,-0.05,0.09
4.332638740539551,-0.07,0.12,0.04,0.14
4.333683013916016,-0.11,0.15,0.11,0.21
4.348776817321777,-0.06,0.12,0.07,0.15
4.349827766418457,-0.09,0.14,0.12,0.2
4.364275932312012,-0.08,0.06,0.08,0.12
4.365236759185791,-0.1,0.06,0.09,0.14
4.380968809127808,-0.13,0.12,0.12,0.21
4.382124900817871,-0.1,0.09,0.07,0.15
4.423282861709595,-0.11,0.07,0.05,0.13
4.424296855926514,-0.08,0.04,0.04,0.09
4.433382987976074,-0.06,0.1,-0.02,0.11
4.434384822845459,-0.21,0.17,0.07,0.27
4.44878888130188,-0.07,0.18,0.15,0.24
4.449862957000732,-0.04,0.15,0.12,0.19
4.464308738708496,-0.07,0.12,0.02,0.14
4.4652698040008545,-0.14,0.15,0.12,0.23
4.4814887046813965,-0.12,0.16,0.24,0.31
4.482699871063232,-0.1,0.15,0.18,0.25
4.5228986740112305,-0.09,0.1,0.1,0.16
4.523886680603027,-0.05,0.06,0.06,0.09
4.5334718227386475,-0.09,0.11,0.15,0.2
4.534428834915161,-0.07,0.09,0.08,0.13
4.549391746520996,-0.04,0.09,0.04,0.1
4.550342798233032,-0.1,0.1,0.12,0.18
4.564224720001221,-0.06,0.02,0.02,0.06
4.565208911895752,-0.02,0.05,-0.1,0.11
4.5813398361206055,-0.05,0.11,-0.04,0.12
4.582434892654419,-0.1,0.11,0.03,0.15
4.622786998748779,-0.06,0.06,0.0,0.08
4.623748779296875,-0.06,0.03,-0.03,0.07
4.6325647830963135,-0.11,0.08,0.15,0.2
4.633522987365723,-0.1,0.11,0.16,0.21
4.6497297286987305,-0.12,0.12,0.05,0.17
4.650781869888306,-0.11,0.08,0.07,0.15
4.664278984069824,-0.15,0.13,0.17,0.26
4.665268898010254,-0.13,0.05,0.05,0.14
4.680714845657349,-0.07,0.06,0.02,0.09
4.681785821914673,-0.1,0.14,0.08,0.18
4.722205877304077,-0.1,0.14,0.03,0.17
4.723102807998657,-0.14,0.23,0.12,0.29
4.733191967010498,-0.05,0.13,0.1,0.17
4.734177827835083,-0.1,0.09,0.13,0.18
4.748612880706787,-0.09,0.14,0.23,0.28
4.7496678829193115,-0.07,0.12,0.19,0.23
4.764343738555908,-0.06,0.07,0.12,0.15
4.765309810638428,-0.08,0.06,0.07,0.12
4.7810959815979,-0.11,0.11,0.09,0.17
4.78211784362793,-0.09,0.11,0.13,0.19
4.8224828243255615,-0.11,0.07,0.06,0.14
4.823455810546875,-0.12,0.07,0.04,0.14
4.833494663238525,-0.13,0.1,0.1,0.19
4.834461688995361,-0.12,0.11,0.13,0.2
4.8498618602752686,-0.07,0.09,0.0,0.11
4.850939750671387,-0.12,0.13,0.08,0.19
4.864253997802734,-0.09,0.12,0.17,0.22
4.865180015563965,-0.09,0.1,0.11,0.17
4.880579948425293,-0.08,0.06,-0.07,0.12
4.881643772125244,-0.07,0.08,0.0,0.1
4.921618938446045,-0.13,0.1,0.05,0.17
4.922663688659668,-0.07,0.04,-0.1,0.12
4.933538913726807,-0.07,0.0,-0.09,0.11
4.934435844421387,-0.11,-0.06,-0.05,0.13
4.949063777923584,-0.05,0.07,-0.01,0.08
4.950145721435547,-0.03,0.14,-0.09,0.16
4.9638447761535645,-0.12,0.15,0.03,0.19
4.964761734008789,-0.17,0.18,0.15,0.28
4.981777667999268,-0.07,0.16,0.12,0.21
4.98298978805542,-0.06,0.18,0.16,0.24
5.023744821548462,-0.23,0.17,0.21,0.35
5.024739742279053,-0.1,0.16,0.15,0.24
5.031311988830566,-0.07,0.18,0.1,0.21
5.032426834106445,-0.09,0.22,0.04,0.24
5.049024820327759,-0.13,0.16,0.04,0.21
5.0501627922058105,-0.06,0.07,-0.05,0.1
5.064490795135498,-0.13,0.15,0.09,0.21
5.065462827682495,-0.09,0.11,0.05,0.15
5.080552816390991,-0.11,0.11,0.03,0.15
5.08135986328125,-0.11,0.15,0.17,0.25
5.1211998462677,-0.09,0.09,0.1,0.16
5.122154712677002,-0.03,0.01,-0.09,0.09
5.134452819824219,-0.04,0.02,-0.02,0.04
5.135413885116577,-0.09,0.08,0.1,0.15
5.148988723754883,-0.06,0.12,0.04,0.13
5.150182723999023,0.02,0.05,-0.11,0.12
5.164141893386841,-0.09,-0.08,-0.11,0.16
5.1650309562683105,-0.16,-0.07,0.02,0.17
5.18044376373291,-0.1,0.09,-0.03,0.13
5.181525707244873,0.01,0.19,0.05,0.19
5.2219297885894775,-0.16,0.2,0.3,0.39
5.222979784011841,-0.12,0.11,0.2,0.25
5.233799934387207,-0.11,0.09,0.01,0.14
5.23469877243042,-0.11,0.15,0.12,0.22
5.248344898223877,-0.26,0.22,0.21,0.4
5.249661922454834,-0.19,0.21,0.12,0.3
5.264013767242432,-0.17,0.14,0.09,0.23
5.265016794204712,-0.14,0.06,0.03,0.15
5.281474828720093,-0.15,0.08,-0.02,0.17
5.282639980316162,-0.14,0.18,0.06,0.23
5.32303786277771,-0.04,0.07,-0.04,0.09
5.32401180267334,-0.04,0.03,-0.11,0.12
5.332159996032715,-0.2,0.14,0.06,0.25
5.3332908153533936,-0.07,0.08,0.01,0.1
5.348594665527344,-0.14,0.01,-0.04,0.14
5.349878787994385,-0.19,0.06,0.1,0.22
5.363984823226929,-0.16,0.01,-0.01,0.16
5.364944934844971,-0.12,-0.03,-0.14,0.18
5.380692958831787,-0.2,0.01,-0.01,0.2
5.381772994995117,-0.09,-0.01,-0.05,0.1
5.421807765960693,-0.1,0.04,-0.08,0.13
5.422857761383057,-0.07,0.07,-0.06,0.11
5.434062957763672,-0.06,0.11,-0.04,0.13
5.435006856918335,-0.07,0.14,0.01,0.15
5.449373722076416,-0.1,0.12,0.0,0.15
5.450329780578613,-0.14,0.13,-0.06,0.2
